0,1
0,24
0,48
0,144
0,329
1,57
1,58
1,171
1,284
1,319
1,323
2,107
2,244
3,42
4,137
5,73
5,99
5,128
5,181
5,376
5,392
6,206
7,179
7,230
8,173
9,93
9,94
9,130
9,268
9,282
9,301
10,89
11,73
11,128
11,392
12,93
12,130
12,282
12,301
12,310
13,285
14,61
14,93
14,130
14,232
14,268
14,282
14,301
14,310
15,263
16,202
17,264
18,30
18,281
19,9
19,10
19,37
19,174
19,220
19,270
19,283
19,354
19,357
19,366
19,369
19,391
19,408
21,210
21,262
21,394
22,3
22,93
22,130
22,268
22,271
22,282
22,301
22,310
23,80
23,328
24,125
24,133
24,378
25,405
26,94
26,124
26,221
26,405
27,12
28,183
29,44
29,47
29,75
29,99
29,160
29,164
29,325
29,373
30,76
30,123
31,133
31,160
32,124
32,405
33,247
34,1
34,37
34,134
34,135
35,267
35,297
35,332
36,1
36,73
36,99
36,128
36,392
37,68
37,124
38,351
39,372
40,64
40,73
40,89
40,99
40,117
41,124
41,145
41,269
42,28
42,382
42,404
43,405
44,157
45,351
46,95
46,118
46,243
47,18
47,163
47,314
48,94
48,124
48,129
48,182
48,196
48,316
48,405
49,49
49,125
49,133
49,152
49,209
49,262
49,394
50,117
50,289
50,377
50,379
50,380
50,381
51,183
52,183
52,188
52,322
53,40
53,41
53,43
53,318
54,124
54,405
55,80
55,401
56,1
56,99
56,127
57,196
58,222
59,89
59,117
60,44
60,105
60,255
60,280
61,271
62,37
62,134
62,135
63,67
63,149
64,320
65,8
65,28
65,127
65,199
66,347
66,358
66,359
66,362
67,280
68,27
68,190
69,19
69,70
69,224
69,239
69,247
69,272
69,280
70,21
70,118
70,124
70,162
70,382
70,405
71,134
71,136
71,309
71,344
71,364
71,370
71,390
72,124
72,146
72,405
73,99
73,117
73,267
73,289
73,303
73,353
73,365
73,378
74,124
74,405
75,331
75,345
76,183
76,188
76,322
77,157
78,72
78,250
78,279
79,28
80,99
81,3
81,24
81,78
81,129
81,130
81,132
81,247
82,347
82,358
82,359
82,362
82,371
83,40
83,41
83,43
83,318
84,49
84,76
84,99
84,125
84,133
84,378
85,3
85,24
85,130
85,144
85,168
85,197
85,306
85,329
86,68
86,69
86,124
86,334
87,76
88,19
88,113
88,114
88,224
88,239
88,272
88,277
89,99
90,99
91,57
91,58
91,59
91,60
91,213
92,153
92,168
93,65
94,245
94,280
95,382
95,404
96,124
96,405
97,8
97,9
97,37
97,149
97,199
97,228
97,365
98,117
99,73
99,89
99,99
99,117
99,396
100,73
100,89
100,396
101,89
101,289
101,379
102,81
102,99
102,243
103,134
103,136
103,259
103,309
103,344
103,364
103,370
103,390
104,287
105,124
105,405
106,99
106,396
107,55
107,56
107,73
107,99
107,117
107,128
107,181
107,236
107,266
107,346
107,376
107,392
108,6
108,40
108,41
108,143
108,153
109,183
109,188
109,322
110,99
111,125
111,149
111,294
112,21
112,118
113,222
113,347
113,358
113,359
113,362
114,18
114,163
114,298
114,314
115,347
115,358
115,359
115,362
115,371
116,100
116,347
116,358
116,359
116,362
116,371
117,124
